pybullet build time: Nov 28 2023 23:45:17
[train] phase=4 algo=ppo n_envs=8 steps=2,000,000 frame_stack=3 -> runs/phase4_descend_jitter2.5x
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
[train] warm-starting from runs/phase3_ppo_best/model.zip
[train] airspace-height anneal 0.0 -> 1.0 over 50% of training (Task 1b descend-only)
Logging to runs/phase4_descend_jitter2.5x/tb/PPO_2
--------------------------------------
| manipularl/             |          |
|    iterations           | 94         |
|    time_elapsed         | 813        |
|    total_timesteps      | 385024     |
| train/                  |            |
|    approx_kl            | 0.15334931 |
|    clip_fraction        | 0.475      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.3        |
|    learning_rate        | 0.0003     |
|    loss                 | 1.39       |
|    n_updates            | 14270      |
|    policy_gradient_loss | -0.0738    |
|    std                  | 4.14       |
|    value_loss           | 6.05       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.389     |
|    collision_rate       | 0.76      |
|    grasp_failure_rate   | 0.837     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 11.3      |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 52.4      |
|    ep_rew_mean          | -10.8     |
| time/                   |           |
|    fps                  | 474       |
|    iterations           | 95        |
|    time_elapsed         | 820       |
|    total_timesteps      | 389120    |
| train/                  |           |
|    approx_kl            | 0.2180783 |
|    clip_fraction        | 0.493     |
|    clip_range           | 0.2       |
|    entropy_loss         | -17.9     |
|    explained_variance   | 0.277     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.21      |
|    n_updates            | 14280     |
|    policy_gradient_loss | -0.075    |
|    std                  | 4.15      |
|    value_loss           | 5.25      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.393      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.853      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 47.8       |
|    ep_rew_mean          | -10.5      |
| time/                   |            |
|    fps                  | 474        |
|    iterations           | 96         |
|    time_elapsed         | 828        |
|    total_timesteps      | 393216     |
| train/                  |            |
|    approx_kl            | 0.14342552 |
|    clip_fraction        | 0.436      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.289      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.49       |
|    n_updates            | 14290      |
|    policy_gradient_loss | -0.0752    |
|    std                  | 4.15       |
|    value_loss           | 6.63       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.397      |
|    collision_rate       | 0.79       |
|    grasp_failure_rate   | 0.875      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13         |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 49.4       |
|    ep_rew_mean          | -9.42      |
| time/                   |            |
|    fps                  | 475        |
|    iterations           | 97         |
|    time_elapsed         | 835        |
|    total_timesteps      | 397312     |
| train/                  |            |
|    approx_kl            | 0.16912532 |
|    clip_fraction        | 0.45       |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.517      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.38       |
|    n_updates            | 14300      |
|    policy_gradient_loss | -0.0786    |
|    std                  | 4.16       |
|    value_loss           | 6.07       |
----------------------------------------
Eval num_timesteps=400000, episode_reward=-11.41 +/- 8.73
Episode length: 72.10 +/- 65.14
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 72.1       |
|    mean_reward          | -11.4      |
| manipularl/             |            |
|    airspace_height_frac | 0.4        |
|    collision_rate       | 0.8        |
|    grasp_failure_rate   | 0.854      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.2       |
|    success_rate         | 0          |
| time/                   |            |
|    total_timesteps      | 400000     |
| train/                  |            |
|    approx_kl            | 0.19424486 |
|    clip_fraction        | 0.479      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.34       |
|    learning_rate        | 0.0003     |
|    loss                 | 1.09       |
|    n_updates            | 14310      |
|    policy_gradient_loss | -0.079     |
|    std                  | 4.17       |
|    value_loss           | 5.22       |
----------------------------------------
--------------------------------------
| manipularl/             |          |
|    airspace_height_frac | 0.401    |
|    collision_rate       | 0.8      |
|    grasp_failure_rate   | 0.848    |
|    insert_depth_mean    | 0        |
|    insert_tilt_deg_mean | 12.9     |
|    success_rate         | 0        |
| rollout/                |          |
|    ep_len_mean          | 43.7     |
|    ep_rew_mean          | -8.02    |
| time/                   |          |
|    fps                  | 473      |
|    iterations           | 98       |
|    time_elapsed         | 848      |
|    total_timesteps      | 401408   |
--------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.406      |
|    collision_rate       | 0.75       |
|    grasp_failure_rate   | 0.868      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.1       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51.7       |
|    ep_rew_mean          | -8.59      |
| time/                   |            |
|    fps                  | 473        |
|    iterations           | 99         |
|    time_elapsed         | 855        |
|    total_timesteps      | 405504     |
| train/                  |            |
|    approx_kl            | 0.23470601 |
|    clip_fraction        | 0.503      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.302      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.782      |
|    n_updates            | 14320      |
|    policy_gradient_loss | -0.0777    |
|    std                  | 4.18       |
|    value_loss           | 4.84       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.41       |
|    collision_rate       | 0.84       |
|    grasp_failure_rate   | 0.822      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 40.2       |
|    ep_rew_mean          | -10.2      |
| time/                   |            |
|    fps                  | 474        |
|    iterations           | 100        |
|    time_elapsed         | 864        |
|    total_timesteps      | 409600     |
| train/                  |            |
|    approx_kl            | 0.15319985 |
|    clip_fraction        | 0.43       |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.199      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.32       |
|    n_updates            | 14330      |
|    policy_gradient_loss | -0.0713    |
|    std                  | 4.19       |
|    value_loss           | 6.5        |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.414     |
|    collision_rate       | 0.78      |
|    grasp_failure_rate   | 0.786     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 12        |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 48.9      |
|    ep_rew_mean          | -9.77     |
| time/                   |           |
|    fps                  | 474       |
|    iterations           | 101       |
|    time_elapsed         | 871       |
|    total_timesteps      | 413696    |
| train/                  |           |
|    approx_kl            | 0.1419181 |
|    clip_fraction        | 0.434     |
|    clip_range           | 0.2       |
|    entropy_loss         | -17.9     |
|    explained_variance   | 0.515     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.85      |
|    n_updates            | 14340     |
|    policy_gradient_loss | -0.0783   |
|    std                  | 4.2       |
|    value_loss           | 7.48      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.418      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.817      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.8       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 46.5       |
|    ep_rew_mean          | -9.06      |
| time/                   |            |
|    fps                  | 474        |
|    iterations           | 102        |
|    time_elapsed         | 879        |
|    total_timesteps      | 417792     |
| train/                  |            |
|    approx_kl            | 0.17120004 |
|    clip_fraction        | 0.437      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.385      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.97       |
|    n_updates            | 14350      |
|    policy_gradient_loss | -0.0783    |
|    std                  | 4.21       |
|    value_loss           | 8.1        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.422      |
|    collision_rate       | 0.84       |
|    grasp_failure_rate   | 0.821      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.6       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 43         |
|    ep_rew_mean          | -8.4       |
| time/                   |            |
|    fps                  | 475        |
|    iterations           | 103        |
|    time_elapsed         | 887        |
|    total_timesteps      | 421888     |
| train/                  |            |
|    approx_kl            | 0.17434373 |
|    clip_fraction        | 0.465      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.404      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.31       |
|    n_updates            | 14360      |
|    policy_gradient_loss | -0.0766    |
|    std                  | 4.21       |
|    value_loss           | 6.22       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.426      |
|    collision_rate       | 0.87       |
|    grasp_failure_rate   | 0.777      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11         |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 38         |
|    ep_rew_mean          | -8.26      |
| time/                   |            |
|    fps                  | 475        |
|    iterations           | 104        |
|    time_elapsed         | 895        |
|    total_timesteps      | 425984     |
| train/                  |            |
|    approx_kl            | 0.19429329 |
|    clip_fraction        | 0.479      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.3        |
|    learning_rate        | 0.0003     |
|    loss                 | 1.35       |
|    n_updates            | 14370      |
|    policy_gradient_loss | -0.081     |
|    std                  | 4.21       |
|    value_loss           | 6.1        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.43       |
|    collision_rate       | 0.81       |
|    grasp_failure_rate   | 0.759      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.7       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 42.2       |
|    ep_rew_mean          | -7.99      |
| time/                   |            |
|    fps                  | 475        |
|    iterations           | 105        |
|    time_elapsed         | 903        |
|    total_timesteps      | 430080     |
| train/                  |            |
|    approx_kl            | 0.18551403 |
|    clip_fraction        | 0.473      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.0456     |
|    learning_rate        | 0.0003     |
|    loss                 | 1.32       |
|    n_updates            | 14380      |
|    policy_gradient_loss | -0.0768    |
|    std                  | 4.22       |
|    value_loss           | 5.9        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.434      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.799      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 48.7       |
|    ep_rew_mean          | -9.25      |
| time/                   |            |
|    fps                  | 476        |
|    iterations           | 106        |
|    time_elapsed         | 911        |
|    total_timesteps      | 434176     |
| train/                  |            |
|    approx_kl            | 0.18910572 |
|    clip_fraction        | 0.491      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.341      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.09       |
|    n_updates            | 14390      |
|    policy_gradient_loss | -0.0785    |
|    std                  | 4.22       |
|    value_loss           | 5.26       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.438      |
|    collision_rate       | 0.77       |
|    grasp_failure_rate   | 0.848      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.7       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51.2       |
|    ep_rew_mean          | -9.61      |
| time/                   |            |
|    fps                  | 476        |
|    iterations           | 107        |
|    time_elapsed         | 919        |
|    total_timesteps      | 438272     |
| train/                  |            |
|    approx_kl            | 0.25577396 |
|    clip_fraction        | 0.511      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.505      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.755      |
|    n_updates            | 14400      |
|    policy_gradient_loss | -0.0801    |
|    std                  | 4.24       |
|    value_loss           | 4.35       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.442     |
|    collision_rate       | 0.86      |
|    grasp_failure_rate   | 0.775     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 11.4      |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 36.6      |
|    ep_rew_mean          | -7.52     |
| time/                   |           |
|    fps                  | 476       |
|    iterations           | 108       |
|    time_elapsed         | 927       |
|    total_timesteps      | 442368    |
| train/                  |           |
|    approx_kl            | 0.2361987 |
|    clip_fraction        | 0.502     |
|    clip_range           | 0.2       |
|    entropy_loss         | -17.9     |
|    explained_variance   | 0.468     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.887     |
|    n_updates            | 14410     |
|    policy_gradient_loss | -0.0848   |
|    std                  | 4.26      |
|    value_loss           | 4.61      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.446      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.741      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.1       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.8       |
|    ep_rew_mean          | -8.6       |
| time/                   |            |
|    fps                  | 477        |
|    iterations           | 109        |
|    time_elapsed         | 935        |
|    total_timesteps      | 446464     |
| train/                  |            |
|    approx_kl            | 0.20210415 |
|    clip_fraction        | 0.499      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.00963    |
|    learning_rate        | 0.0003     |
|    loss                 | 1.36       |
|    n_updates            | 14420      |
|    policy_gradient_loss | -0.0766    |
|    std                  | 4.27       |
|    value_loss           | 5.68       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.451      |
|    collision_rate       | 0.87       |
|    grasp_failure_rate   | 0.774      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.2       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 36.4       |
|    ep_rew_mean          | -8.29      |
| time/                   |            |
|    fps                  | 477        |
|    iterations           | 110        |
|    time_elapsed         | 943        |
|    total_timesteps      | 450560     |
| train/                  |            |
|    approx_kl            | 0.19160761 |
|    clip_fraction        | 0.48       |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.455      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.967      |
|    n_updates            | 14430      |
|    policy_gradient_loss | -0.0812    |
|    std                  | 4.27       |
|    value_loss           | 4.52       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.455      |
|    collision_rate       | 0.84       |
|    grasp_failure_rate   | 0.735      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.7       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.9       |
|    ep_rew_mean          | -9.13      |
| time/                   |            |
|    fps                  | 477        |
|    iterations           | 111        |
|    time_elapsed         | 951        |
|    total_timesteps      | 454656     |
| train/                  |            |
|    approx_kl            | 0.20593664 |
|    clip_fraction        | 0.487      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.205      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.32       |
|    n_updates            | 14440      |
|    policy_gradient_loss | -0.082     |
|    std                  | 4.28       |
|    value_loss           | 5.83       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.459     |
|    collision_rate       | 0.86      |
|    grasp_failure_rate   | 0.821     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 13        |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 38.7      |
|    ep_rew_mean          | -7.69     |
| time/                   |           |
|    fps                  | 477       |
|    iterations           | 112       |
|    time_elapsed         | 960       |
|    total_timesteps      | 458752    |
| train/                  |           |
|    approx_kl            | 0.2714374 |
|    clip_fraction        | 0.513     |
|    clip_range           | 0.2       |
|    entropy_loss         | -17.9     |
|    explained_variance   | 0.494     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.96      |
|    n_updates            | 14450     |
|    policy_gradient_loss | -0.0817   |
|    std                  | 4.28      |
|    value_loss           | 4.67      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.463      |
|    collision_rate       | 0.86       |
|    grasp_failure_rate   | 0.827      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 37.8       |
|    ep_rew_mean          | -7.38      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 113        |
|    time_elapsed         | 968        |
|    total_timesteps      | 462848     |
| train/                  |            |
|    approx_kl            | 0.23571277 |
|    clip_fraction        | 0.503      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.224      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.932      |
|    n_updates            | 14460      |
|    policy_gradient_loss | -0.0834    |
|    std                  | 4.28       |
|    value_loss           | 4.85       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.467      |
|    collision_rate       | 0.79       |
|    grasp_failure_rate   | 0.826      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.4       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 46.4       |
|    ep_rew_mean          | -8.86      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 114        |
|    time_elapsed         | 976        |
|    total_timesteps      | 466944     |
| train/                  |            |
|    approx_kl            | 0.22489579 |
|    clip_fraction        | 0.506      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.476      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.03       |
|    n_updates            | 14470      |
|    policy_gradient_loss | -0.0806    |
|    std                  | 4.29       |
|    value_loss           | 4.82       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.471     |
|    collision_rate       | 0.84      |
|    grasp_failure_rate   | 0.824     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 10.6      |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 40.5      |
|    ep_rew_mean          | -8.86     |
| time/                   |           |
|    fps                  | 477       |
|    iterations           | 115       |
|    time_elapsed         | 985       |
|    total_timesteps      | 471040    |
| train/                  |           |
|    approx_kl            | 0.1835052 |
|    clip_fraction        | 0.48      |
|    clip_range           | 0.2       |
|    entropy_loss         | -17.9     |
|    explained_variance   | 0.399     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.726     |
|    n_updates            | 14480     |
|    policy_gradient_loss | -0.0782   |
|    std                  | 4.29      |
|    value_loss           | 4.05      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.475      |
|    collision_rate       | 0.72       |
|    grasp_failure_rate   | 0.841      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 59.5       |
|    ep_rew_mean          | -10.7      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 116        |
|    time_elapsed         | 993        |
|    total_timesteps      | 475136     |
| train/                  |            |
|    approx_kl            | 0.17223334 |
|    clip_fraction        | 0.466      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.485      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.18       |
|    n_updates            | 14490      |
|    policy_gradient_loss | -0.0733    |
|    std                  | 4.3        |
|    value_loss           | 5.36       |
----------------------------------------
--------------------------------------
| manipularl/             |          |
|    airspace_height_frac | 0.479    |
|    collision_rate       | 0.8      |
|    grasp_failure_rate   | 0.821    |
|    insert_depth_mean    | 0        |
|    insert_tilt_deg_mean | 12.7     |
|    success_rate         | 0        |
| rollout/                |          |
|    ep_len_mean          | 49.3     |
|    ep_rew_mean          | -9.69    |
| time/                   |          |
|    fps                  | 478      |
|    iterations           | 117      |
|    time_elapsed         | 1001     |
|    total_timesteps      | 479232   |
| train/                  |          |
|    approx_kl            | 0.206496 |
|    clip_fraction        | 0.478    |
|    clip_range           | 0.2      |
|    entropy_loss         | -17.9    |
|    explained_variance   | 0.242    |
|    learning_rate        | 0.0003   |
|    loss                 | 0.606    |
|    n_updates            | 14500    |
|    policy_gradient_loss | -0.0779  |
|    std                  | 4.32     |
|    value_loss           | 3.75     |
--------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.483      |
|    collision_rate       | 0.85       |
|    grasp_failure_rate   | 0.792      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.2       |
|    ep_rew_mean          | -10.1      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 118        |
|    time_elapsed         | 1010       |
|    total_timesteps      | 483328     |
| train/                  |            |
|    approx_kl            | 0.16101876 |
|    clip_fraction        | 0.461      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.512      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.58       |
|    n_updates            | 14510      |
|    policy_gradient_loss | -0.0724    |
|    std                  | 4.33       |
|    value_loss           | 7.29       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.487      |
|    collision_rate       | 0.77       |
|    grasp_failure_rate   | 0.874      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 52.6       |
|    ep_rew_mean          | -9.52      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 119        |
|    time_elapsed         | 1018       |
|    total_timesteps      | 487424     |
| train/                  |            |
|    approx_kl            | 0.14079902 |
|    clip_fraction        | 0.451      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.426      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.54       |
|    n_updates            | 14520      |
|    policy_gradient_loss | -0.0695    |
|    std                  | 4.33       |
|    value_loss           | 6.86       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.492      |
|    collision_rate       | 0.74       |
|    grasp_failure_rate   | 0.854      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12         |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 56.3       |
|    ep_rew_mean          | -10.7      |
| time/                   |            |
|    fps                  | 478        |
|    iterations           | 120        |
|    time_elapsed         | 1026       |
|    total_timesteps      | 491520     |
| train/                  |            |
|    approx_kl            | 0.18992871 |
|    clip_fraction        | 0.467      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.282      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.98       |
|    n_updates            | 14530      |
|    policy_gradient_loss | -0.0733    |
|    std                  | 4.33       |
|    value_loss           | 5.24       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.496      |
|    collision_rate       | 0.75       |
|    grasp_failure_rate   | 0.83       |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.2       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 56.1       |
|    ep_rew_mean          | -10.6      |
| time/                   |            |
|    fps                  | 479        |
|    iterations           | 121        |
|    time_elapsed         | 1034       |
|    total_timesteps      | 495616     |
| train/                  |            |
|    approx_kl            | 0.23297286 |
|    clip_fraction        | 0.508      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.213      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.02       |
|    n_updates            | 14540      |
|    policy_gradient_loss | -0.0744    |
|    std                  | 4.35       |
|    value_loss           | 4.65       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.5        |
|    collision_rate       | 0.8        |
|    grasp_failure_rate   | 0.84       |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 49.6       |
|    ep_rew_mean          | -9.66      |
| time/                   |            |
|    fps                  | 479        |
|    iterations           | 122        |
|    time_elapsed         | 1042       |
|    total_timesteps      | 499712     |
| train/                  |            |
|    approx_kl            | 0.20267004 |
|    clip_fraction        | 0.475      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.399      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.27       |
|    n_updates            | 14550      |
|    policy_gradient_loss | -0.0742    |
|    std                  | 4.35       |
|    value_loss           | 5.35       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.504      |
|    collision_rate       | 0.75       |
|    grasp_failure_rate   | 0.865      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 56.1       |
|    ep_rew_mean          | -9.35      |
| time/                   |            |
|    fps                  | 479        |
|    iterations           | 123        |
|    time_elapsed         | 1049       |
|    total_timesteps      | 503808     |
| train/                  |            |
|    approx_kl            | 0.18212971 |
|    clip_fraction        | 0.468      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.353      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.04       |
|    n_updates            | 14560      |
|    policy_gradient_loss | -0.0767    |
|    std                  | 4.36       |
|    value_loss           | 5.1        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.508      |
|    collision_rate       | 0.69       |
|    grasp_failure_rate   | 0.847      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 64.8       |
|    ep_rew_mean          | -10.9      |
| time/                   |            |
|    fps                  | 480        |
|    iterations           | 124        |
|    time_elapsed         | 1056       |
|    total_timesteps      | 507904     |
| train/                  |            |
|    approx_kl            | 0.23193711 |
|    clip_fraction        | 0.501      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.9      |
|    explained_variance   | 0.457      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.611      |
|    n_updates            | 14570      |
|    policy_gradient_loss | -0.0724    |
|    std                  | 4.37       |
|    value_loss           | 3.24       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.512      |
|    collision_rate       | 0.75       |
|    grasp_failure_rate   | 0.839      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.1       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 55.7       |
|    ep_rew_mean          | -10.4      |
| time/                   |            |
|    fps                  | 480        |
|    iterations           | 125        |
|    time_elapsed         | 1064       |
|    total_timesteps      | 512000     |
| train/                  |            |
|    approx_kl            | 0.14147526 |
